Longtitude,Latitude,SpeedLimit,CameraType,Angle,Direction,Flag
34.8474291684104,32.2809567475834,70,FixedSpeedcam,324,BiDirectional,New
34.8591885688224,32.2865784192812,100,FixedSpeedcam,15,Unidirectional,New
34.8665708425243,32.3210521962284,100,FixedSpeedcam,195,Unidirectional,New
34.87557102471,32.3999619512789,100,FixedSpeedcam,216,Unidirectional,New
34.9141669396961,32.5229266915418,100,FixedSpeedcam,11,BiDirectional,New
34.9271007900332,32.6062185800927,100,FixedSpeedcam,4,BiDirectional,New
34.9364454870671,32.6399633922315,100,FixedSpeedcam,190,Unidirectional,New
34.9363730078187,32.6489564218598,100,FixedSpeedcam,174,Unidirectional,New
34.9522595530599,32.7078033726126,100,FixedSpeedcam,0,BiDirectional,New
34.9561202651258,32.7770621819633,100,FixedSpeedcam,6,Unidirectional,New
34.958309662946,32.8248546168357,80,FixedSpeedcam,225,Unidirectional,New
34.9786602384697,32.8245852038403,60,FixedSpeedcam,322,Unidirectional,New
34.8255998016442,32.0594011561189,70,FixedSpeedcam,290,Unidirectional,New
34.871947062294,32.1379005927932,100,FixedSpeedcam,201,Unidirectional,New
34.8892613772014,32.2489227079653,100,FixedSpeedcam,14,Unidirectional,New
34.8936113241935,32.2672007107731,100,FixedSpeedcam,189,Unidirectional,New
34.7966522097535,31.9873929037037,110,FixedSpeedcam,20,Unidirectional,New
34.7758780836223,31.9317094098797,100,FixedSpeedcam,219,Unidirectional,New
34.8547569634667,32.3070709730694,60,FixedSpeedcam,358,BiDirectional,New
34.7626410840607,32.0654963271166,60,FixedSpeedcam,199,Unidirectional,New
34.7480791924501,32.0041465773203,60,FixedSpeedcam,23,BiDirectional,New
34.9033035163077,31.9145027409611,120,FixedSpeedcam,62,Unidirectional,New
34.9694957858824,31.8441045292166,90,FixedSpeedcam,324,BiDirectional,New
35.015447510108,31.822831154579,110,FixedSpeedcam,123,Unidirectional,New
35.0640875230324,29.9149879152347,100,FixedSpeedcam,355,BiDirectional,New
35.0144641526748,30.0483615338633,100,FixedSpeedcam,342,AllDirections,New
34.571246158222,31.6019135712346,100,FixedSpeedcam,213,Unidirectional,New
34.7491551755016,31.6178876160946,100,FixedSpeedcam,4,Unidirectional,New
34.9689833051447,32.1009364145686,60,FixedSpeedcam,324,BiDirectional,New
34.9439069157374,29.551024786727,60,FixedSpeedcam,322,BiDirectional,New
34.9380074863939,29.5518559138969,60,FixedSpeedcam,30,BiDirectional,New
34.9410009508751,29.5604472082179,60,FixedSpeedcam,40,BiDirectional,New
34.9976843722237,29.7083443330657,100,FixedSpeedcam,14,BiDirectional,New
35.0651185641816,29.9693753656579,100,FixedSpeedcam,20,BiDirectional,New
35.1330541504132,30.0818405092854,100,FixedSpeedcam,22,BiDirectional,New
35.2461049692825,30.8282189338815,100,FixedSpeedcam,19,BiDirectional,New
35.003444803535,31.1312849502671,100,FixedSpeedcam,303,Unidirectional,New
34.9317345743448,30.4762814001303,100,FixedSpeedcam,352,BiDirectional,New
35.0140226014646,29.7635041404787,100,FixedSpeedcam,13,BiDirectional,New
35.2404937880022,30.7849955526761,100,FixedSpeedcam,15,BiDirectional,New
35.5719878821927,33.114556318138,100,FixedSpeedcam,358,Unidirectional,New
35.5616188197299,32.9913990548718,100,FixedSpeedcam,202,Unidirectional,New
35.5426173357411,32.9501496602995,100,FixedSpeedcam,157,Unidirectional,New
35.5448649076947,32.9313715745201,100,FixedSpeedcam,193,Unidirectional,New
35.5206964162401,32.9059838104474,100,FixedSpeedcam,58,Unidirectional,New
35.4856454279107,32.9116581726514,100,FixedSpeedcam,269,BiDirectional,New
35.432925834664,32.9168069410958,100,FixedSpeedcam,133,Unidirectional,New
35.480043544955,32.8915813016575,100,FixedSpeedcam,178,Unidirectional,New
35.640904560881,32.7791309399819,90,FixedSpeedcam,0,Unidirectional,New
35.2358752624798,33.0257955841991,100,FixedSpeedcam,86,BiDirectional,New
35.182090176599,33.0201197914836,100,FixedSpeedcam,260,Unidirectional,New
35.0969494711695,32.9294120122111,100,FixedSpeedcam,180,Unidirectional,New
35.3215820928275,32.9247965861302,60,FixedSpeedcam,70,BiDirectional,New
35.2462130921086,32.9164642143871,100,FixedSpeedcam,275,BiDirectional,New
35.1820293798611,32.9123741436472,100,FixedSpeedcam,76,Unidirectional,New
35.155638469613,32.9127869654184,100,FixedSpeedcam,100,Unidirectional,New
35.1650142802715,32.8465963647738,100,FixedSpeedcam,26,Unidirectional,New
35.1333403719185,32.7798591895345,100,FixedSpeedcam,223,Unidirectional,New
35.0999158751419,32.5066332849939,100,FixedSpeedcam,261,Unidirectional,New
34.8652022006658,32.3335679795855,60,FixedSpeedcam,188,Unidirectional,New
34.8170887351753,32.1914446374896,100,FixedSpeedcam,16,BiDirectional,New
35.3995355509535,32.8085011288057,100,FixedSpeedcam,62,Unidirectional,New
35.0222944148884,32.7949863715984,70,FixedSpeedcam,328,Unidirectional,New
35.011083615629,32.7883975549308,60,FixedSpeedcam,286,Unidirectional,New
34.9934135802001,32.7998590513271,60,FixedSpeedcam,81,BiDirectional,New
34.9356593017995,32.1061835306772,120,FixedSpeedcam,4,BiDirectional,New
34.8170745492698,32.0933916586045,60,FixedSpeedcam,54,Unidirectional,New
34.7762619375361,32.0484427229264,60,FixedSpeedcam,111,Unidirectional,New
34.7857135653031,32.0225586905794,60,FixedSpeedcam,329,Unidirectional,New
34.9138018016408,32.0059701218294,90,FixedSpeedcam,33,BiDirectional,New
34.8352847219916,31.9810045970619,100,FixedSpeedcam,330,BiDirectional,New
35.1686703099865,31.8731849202564,100,FixedSpeedcam,105,Unidirectional,New
34.654745709356,31.7990883594989,60,FixedSpeedcam,28,BiDirectional,New
34.6456543320635,31.7413170341699,100,FixedSpeedcam,206,Unidirectional,New
34.6670482272933,31.3315629947687,100,FixedSpeedcam,273,Unidirectional,New
34.8454785467981,31.2217822059334,100,FixedSpeedcam,285,BiDirectional,New
34.9703457481201,31.8316646821772,100,FixedSpeedcam,60,BiDirectional,New
34.7659601091129,31.5391292568424,100,FixedSpeedcam,344,Unidirectional,New
35.1203944814431,31.7991755014899,100,FixedSpeedcam,76,Unidirectional,New
35.2346283333064,31.7976431852763,60,FixedSpeedcam,334,BiDirectional,New
35.2088191643935,31.771925092261,60,FixedSpeedcam,3,BiDirectional,New
34.725753318991,31.2864719616169,100,FixedSpeedcam,141,Unidirectional,New
34.7640742181451,31.5545078512988,100,FixedSpeedcam,162,Unidirectional,New
34.6146562211755,31.6949752571474,100,FixedSpeedcam,20,BiDirectional,New
34.9822839624671,31.7390962843064,60,FixedSpeedcam,6,BiDirectional,New
35.0248612293207,31.8146083361733,100,FixedSpeedcam,313,Unidirectional,New
34.9859838612009,31.8420408971974,110,FixedSpeedcam,347,BiDirectional,New
35.1941166058206,31.7739787106998,90,FixedSpeedcam,350,BiDirectional,New
35.2330831424894,31.8002828365847,60,FixedSpeedcam,205,Unidirectional,New
34.8348039509251,31.9390705835372,60,FixedSpeedcam,174,Unidirectional,New
34.7819949507108,32.0274375691912,60,FixedSpeedcam,298,Unidirectional,New
34.9059116963636,32.0430204883707,100,FixedSpeedcam,177,Unidirectional,New
34.7928892493053,32.0671300904361,60,FixedSpeedcam,194,Unidirectional,New
34.795460355272,32.0800308005906,60,FixedSpeedcam,56,Unidirectional,New
34.8058346629436,32.0834273116813,60,FixedSpeedcam,253,Unidirectional,New
34.8546739938008,32.316239240354,60,FixedSpeedcam,9,Unidirectional,New
35.1022411715526,32.6977970640193,100,FixedSpeedcam,344,Unidirectional,New
35.0052430756747,32.8110418364034,70,FixedSpeedcam,327,Unidirectional,New
35.023363841429,32.7926870628128,60,FixedSpeedcam,327,Unidirectional,New
35.0465517172641,32.7655800623597,60,FixedSpeedcam,49,Unidirectional,New
35.4091241501947,32.768817309839,100,FixedSpeedcam,185,Unidirectional,New
35.5134818700093,32.7896518750802,60,FixedSpeedcam,71,Unidirectional,New
35.0556306967905,32.7696145815705,90,FixedSpeedcam,311,BiDirectional,New
35.0063576825362,32.7825077815397,60,FixedSpeedcam,120,Unidirectional,New
35.3170262713915,32.6229960955673,70,FixedSpeedcam,48,BiDirectional,New
34.9061364058753,32.3333915498363,100,FixedSpeedcam,10,Unidirectional,New
34.8726048591562,32.1187903899319,100,FixedSpeedcam,115,Unidirectional,New
35.2289235727334,31.800255418448,60,FixedSpeedcam,274,BiDirectional,New
35.1838765278096,31.7557325367724,60,FixedSpeedcam,135,Unidirectional,New
34.8233747602463,32.1657867451658,60,FixedSpeedcam,194,Unidirectional,New
34.8276944280788,32.0916829126416,60,FixedSpeedcam,276,Unidirectional,New
34.7853150486466,32.0353174224695,90,FixedSpeedcam,296,BiDirectional,New
34.779027950692,32.004911424125,60,FixedSpeedcam,88,BiDirectional,New
34.9101467256002,31.973845483151,110,FixedSpeedcam,309,BiDirectional,New
34.949997079945,31.9788647903064,90,FixedSpeedcam,24,BiDirectional,New
34.7711838602007,31.9237611304689,90,FixedSpeedcam,24,BiDirectional,New
34.9269421224683,31.8227326877054,90,FixedSpeedcam,243,BiDirectional,New
34.663350951164,31.8077509409754,60,FixedSpeedcam,204,Unidirectional,New
34.77789999239,31.4874958986461,100,FixedSpeedcam,22,Unidirectional,New
34.5907597653207,31.5017453427077,100,FixedSpeedcam,153,Unidirectional,New
35.1980328694157,31.7449893955576,60,FixedSpeedcam,182,Unidirectional,New
35.1987499132951,31.7909961944752,60,FixedSpeedcam,342,Unidirectional,New
35.519597187377,32.7853900237534,60,FixedSpeedcam,339,BiDirectional,New
35.3583812853947,32.7601044220422,100,FixedSpeedcam,258,Unidirectional,New
35.0334671863844,32.7654194874461,60,FixedSpeedcam,88,Unidirectional,New
35.2303298847275,32.5875589883475,100,FixedSpeedcam,66,Unidirectional,New
34.9033956650889,32.4755215676525,100,FixedSpeedcam,222,Unidirectional,New
34.9378875618482,32.1272779721706,100,FixedSpeedcam,191,Unidirectional,New
34.8739990118027,32.0989068764063,60,FixedSpeedcam,284,BiDirectional,New
34.9075898055389,32.0807631032591,60,FixedSpeedcam,298,Unidirectional,New
34.7645473598171,32.0724614875127,60,FixedSpeedcam,197,Unidirectional,New
34.7406897661908,32.0076266541233,60,FixedSpeedcam,319,BiDirectional,New
34.7595895646553,31.9799209846158,60,FixedSpeedcam,306,BiDirectional,New
34.7971775650945,31.9736855042838,60,FixedSpeedcam,337,BiDirectional,New
34.8757927539894,31.8740979442085,120,FixedSpeedcam,197,Unidirectional,New
34.9334666853285,31.9130879651074,110,FixedSpeedcam,335,Unidirectional,New
34.6689872856045,31.8193508393574,60,FixedSpeedcam,23,Unidirectional,New
34.7866511463689,31.3308775413512,100,FixedSpeedcam,13,Unidirectional,New
35.1990304127544,31.7522710566187,60,FixedSpeedcam,22,Unidirectional,New
35.2035206690809,31.8053568608043,70,FixedSpeedcam,198,Unidirectional,New
34.7678958295639,31.8116931921957,60,FixedSpeedcam,36,BiDirectional,New
35.0128367074477,32.801440362559,70,FixedSpeedcam,315,Unidirectional,New
35.0159003862007,32.7870523973024,60,FixedSpeedcam,302,Unidirectional,New
35.0367890724595,32.4733041556492,120,FixedSpeedcam,8,BiDirectional,New
34.8144464612625,32.0883083360603,60,FixedSpeedcam,54,Unidirectional,New
34.7640569327981,32.0364815011864,60,FixedSpeedcam,280,BiDirectional,New
34.7814897417398,32.0113717331779,60,FixedSpeedcam,288,BiDirectional,New
34.8985893849347,31.9816229356491,110,FixedSpeedcam,309,BiDirectional,New
34.777192962091,31.520490526723,90,FixedSpeedcam,342,Unidirectional,New
34.6407569760117,31.3483532656373,100,FixedSpeedcam,144,Unidirectional,New
35.1314413679288,31.873436332649,100,FixedSpeedcam,128,Unidirectional,New
35.1306494606153,31.801170826586,110,FixedSpeedcam,106,Unidirectional,New
35.2085342541904,31.7811933761399,60,FixedSpeedcam,359,BiDirectional,New
35.0943260323245,32.8575421617816,70,FixedSpeedcam,8,Unidirectional,New
34.9690379029995,32.8257310435358,60,FixedSpeedcam,306,Unidirectional,New
35.0115540154873,32.7822169108721,60,FixedSpeedcam,98,Unidirectional,New
35.0122881062951,32.7662462038723,60,FixedSpeedcam,314,Unidirectional,New
35.0618177781508,32.7628024859027,90,FixedSpeedcam,331,BiDirectional,New
35.1948169603994,32.7878319068497,100,FixedSpeedcam,270,BiDirectional,New
35.0619892011098,32.6277986802335,100,FixedSpeedcam,34,Unidirectional,New
35.3098170895788,32.619770769017,70,FixedSpeedcam,62,BiDirectional,New
34.8536421181866,32.290991547197,60,FixedSpeedcam,324,BiDirectional,New
35.2357238666815,31.8252440698178,70,FixedSpeedcam,22,Unidirectional,New
34.9427622681349,31.8262555606435,100,FixedSpeedcam,269,BiDirectional,New
34.8101478934744,32.1438196916696,100,FixedSpeedcam,12,BiDirectional,New
34.8689336898614,32.1037575024164,60,FixedSpeedcam,159,Unidirectional,New
34.8947516802617,32.0983096378634,60,FixedSpeedcam,237,Unidirectional,New
34.953808916202,32.1338205356337,120,FixedSpeedcam,220,Unidirectional,New
34.7388837454473,32.0131770386657,60,FixedSpeedcam,353,BiDirectional,New
34.7766583084254,31.9750058663798,60,FixedSpeedcam,207,Unidirectional,New
34.7987473130252,31.929499627271,60,FixedSpeedcam,13,BiDirectional,New
34.8255214811406,31.899844885872,60,FixedSpeedcam,351,BiDirectional,New
34.8531205775429,31.8288004405664,120,FixedSpeedcam,214,Unidirectional,New
34.9372553949833,31.9617553961684,100,FixedSpeedcam,313,Unidirectional,New
35.0126685031395,31.9176348458465,100,FixedSpeedcam,127,Unidirectional,New
35.2048816815448,31.8016363388634,60,FixedSpeedcam,359,Unidirectional,New
35.1969015732536,31.750590324839,60,FixedSpeedcam,296,Unidirectional,New
34.6570754165105,31.817391515467,60,FixedSpeedcam,35,BiDirectional,New
34.781539571223,31.7568844561417,100,FixedSpeedcam,222,Unidirectional,New
34.5709402671839,31.6645100117857,60,FixedSpeedcam,190,Unidirectional,New
34.7718886255232,31.4361140720517,100,FixedSpeedcam,314,Unidirectional,New
34.9605052596492,32.6653418579796,90,FixedSpeedcam,185,Unidirectional,New
34.953621042361,32.5424004827376,60,FixedSpeedcam,33,BiDirectional,New
34.9509278660813,31.9890424026494,90,FixedSpeedcam,4,BiDirectional,New
34.8301507354992,31.2310982927376,90,FixedSpeedcam,16,Unidirectional,New
35.0970231425107,32.84358990648,60,FixedSpeedcam,205,Unidirectional,New
34.6862602348883,31.7962064749132,100,FixedSpeedcam,216,Unidirectional,New
34.8226322055789,32.0406388059658,100,FixedSpeedcam,128,Unidirectional,New
34.7389720795312,31.9147160063809,110,FixedSpeedcam,187,Unidirectional,New
34.8101532578924,31.9834616197381,70,FixedSpeedcam,196,Unidirectional,New
34.8579068305364,32.0340943351541,90,FixedSpeedcam,282,Unidirectional,New
34.8131458879086,31.9800785792972,60,FixedSpeedcam,24,Unidirectional,New
34.7886952280645,32.0989382284496,70,FixedSpeedcam,86,Unidirectional,New
34.894692194826,32.1517472286639,60,FixedSpeedcam,0,Unidirectional,New
34.9991684086749,32.3124125029357,70,FixedSpeedcam,182,Unidirectional,New
35.0261392721188,31.9008115540046,80,FixedSpeedcam,8,BiDirectional,New
34.764194619528,31.6524945498187,100,FixedSpeedcam,342,Unidirectional,New
34.792062890507,31.2806423889173,80,FixedSpeedcam,166,Unidirectional,New
34.8374692322309,32.1775574704604,70,FixedSpeedcam,98,Unidirectional,New
34.7994966626222,32.1383217592148,90,FixedSpeedcam,36,BiDirectional,New
34.7963992476401,32.1323914546652,90,FixedSpeedcam,12,BiDirectional,New
34.7894703268681,32.1123278159024,80,FixedSpeedcam,13,BiDirectional,New
34.7822983383539,32.1020163315267,70,FixedSpeedcam,256,Unidirectional,New
34.8525934340625,32.1806681176736,70,FixedSpeedcam,10,BiDirectional,New
34.8639282109835,32.1828976890245,60,FixedSpeedcam,106,Unidirectional,New
34.8658204200437,32.1926424524355,60,FixedSpeedcam,90,BiDirectional,New
34.9167429332437,32.1842575093955,70,FixedSpeedcam,108,Unidirectional,New
35.080964101427,32.9172984409985,60,FixedSpeedcam,145,Unidirectional,New
35.0828585754636,32.9194697190065,60,FixedSpeedcam,172,Unidirectional,New
35.0826578270193,32.9241137553171,60,FixedSpeedcam,22,AllDirections,New
34.5959529988302,31.6787843705889,70,FixedSpeedcam,65,BiDirectional,New
34.798207890988,31.9795740855819,60,FixedSpeedcam,31,BiDirectional,New
34.8996193532003,32.1055352705582,90,FixedSpeedcam,204,Unidirectional,New
34.862096679452,32.295740606892,100,FixedSpeedcam,195,BiDirectional,New
34.8655912997883,32.3117830778845,100,FixedSpeedcam,8,Unidirectional,New
34.6675061101762,31.7852647310213,60,FixedSpeedcam,12,BiDirectional,New
34.6681673641079,31.7923811680064,60,FixedSpeedcam,356,Unidirectional,New
34.9340397243856,32.0729396359749,120,FixedSpeedcam,346,Unidirectional,New
34.8605729463072,32.069190742223,90,FixedSpeedcam,253,Unidirectional,New
34.7751362442107,32.0286644712039,60,FixedSpeedcam,282,Unidirectional,New
34.7571765302071,31.8719928273564,80,FixedSpeedcam,45,Unidirectional,New
34.7680410264791,31.8817055234684,80,FixedSpeedcam,49,BiDirectional,New
34.9155560855525,32.1677564402644,90,FixedSpeedcam,107,Unidirectional,New
34.9289996748137,32.1626151820053,90,FixedSpeedcam,134,Unidirectional,New
34.9803711301998,32.8291943118289,60,FixedSpeedcam,113,Unidirectional,New
35.0135388501658,32.8073895021764,70,FixedSpeedcam,312,BiDirectional,New
34.9595583802587,32.8021526380667,80,FixedSpeedcam,154,Unidirectional,New
34.9205697898713,32.5572295223672,100,FixedSpeedcam,13,Unidirectional,New
35.0878821741535,32.8032583042315,60,FixedSpeedcam,262,Unidirectional,New
35.1331398618927,32.822055344288,90,FixedSpeedcam,359,BiDirectional,New
34.8090673804698,32.1666226407072,60,FixedSpeedcam,122,Unidirectional,New
35.2120168343885,31.813796759327,90,FixedSpeedcam,182,Unidirectional,New
35.5463155655447,32.9648438742221,60,FixedSpeedcam,214,Unidirectional,New
34.8008930802452,32.0827555673321,60,FixedSpeedcam,69,Unidirectional,New
35.6480538996302,33.2104697286862,90,FixedSpeedcam,335,BiDirectional,New
